solve_id,Solve
282,****ค่าปรับขึ้นติดลบเนื่องจากอัปเดทโปรแกรม/นำไฟล์เก่า cmt_mndb.fxp มาคืน*
283,****ยังไม่ได้ลงโปรแกรมในเครื่องสำรอง เนื่องจากเคื่องเก่าไม่สามารถเปิดได้เลยและทางลูกค้าไม่ได้สำรองข้อมูลไว้ จะลองปรึกษากับทางบัญชีก่อน แล้วจะติดต่อมาใหม่***
284,****ลงเลขที่บิลใหม่ไม่ใช้ของลูกค้าเพราะคีย์เลขซ้ำ ลงไม่ได้ - ok
285,***@kotopo โก้ - ตอน 13.00 น. สอนการใช้งาน CM-GL ให้ วีรันดา เรสซิเด้นซ์ หัวหิน ติดต่อ คุณแน็ต 087-158-5426
286,***Error มีไฟล์ถูกใช้งานอยู่ /ไฟล์ DATABASE/SY เสีย
287,***import หนี้แล้ว ไม่ได้ตั้งค่ารหัสทะเบียนประเภทรายรับ ทำให้ขอมูลไม่ขึ้น
288,***keybord เสีย
289,***เครื่องเปิดไม่ได้ ให้ช่างกูข้อมูลก่อน แล้วจะติดต่อมาใหม่
290,***แจ้งลูกค้าให้เปลี่ยนเป็น กรรมการ เป็นผู้เซนต์เอกสารขอรหัส 3
291,***โปรแกรมติดไวรัส ให้ทำหนังสือขอลงใหม่
292,***ใช้ข้อมูลเก่าเมื่อเดือน 4/2564 ที่สำรองไว้มาใช้งานแทนข้อมูลปัจจุบันที่โดนไวรัส
293,***ในระบบตั้งปรับหน้าใบเสร็จ แต่บันทึกปรับใบแจ้งหนี้ทำให้มีเงินเพิ่มขึ้น/แนะนำให้ลบแล้วบันทึกใหม่
294,***ให้ดูว่าที่เปลี่ยนเลขที่เริ่มต้นของใบเสร็จไป ถูกต้องหรือไม่ - ok
295,***ให้ปิด Santimalware หรือ ลบออกได้เลย
296,***ให้ส่งรายละเอียดที่ต้องการเพิ่มทะเบียนส่งเมล์เข้ามา ---------เพิ่มทะเบียนชื่อ AMV3 /ติดตั้งสิทธิ์/import รายชื่อ/
297,***ข้อมูลที่ลงไว้เดิมเป็นของวันที่21/3/2022แล้วมาคีย์ใบเสร็จใหม่เริ่มจากวันที่1/4/2022 ทำให้บิลวันที่ 24-31/3/2022 หายไปหนี้จึงไปถูกตัด/ถ้าต้องการเอาเฉพาะหนี้ค้างสิ้นสุด 31/3/2022 ก็ต้องทำ excel มาใหม่เพราะที่ทำมาครั้งแรกทำผิด
298,***จะทำหนังสือเตือนเป็น Excel / ทำไม่ได้
299,***ปรับ 1% /จะปรับค่าน้ำ 150 บาท ทำไม่ได้ ต้องกรอกแจ้งหนี้เอง/
300,***ปัญหาเรื่องเน็ตเวิร์ค ไม่เกี่ยวกับโปรแกรม
301,***ลงไฟล์ สำรองของวันที่ 5/4/2021 - ให้ทำหนังสือขอระดับ 3 เพื่อจะกรอกใบเสร็จที่หายไปได้ - ตั้งรหัส 1 - ตั้งค่าปริ้น**
302,***ลูกค้าให้ส่งเมล์ตอบกลับเรื่องการอัปเดทอะไรไปบ้างที่ perfectsaima@gmail.com (1.)หน้าแรกห้องของโปรแกรม เปลี่ยนเป็น V2021 (2.)หน้าใบเสร็จรับเงิน ปรับรูปแบบใหม่ (3.)การประมวลผล ภายในระบบ เสถียรขึ้น ////////////อัปเดทเรียบร้อยแล้ว
303,***ลูกค้านัดตอน 14.00น. จร้า***
304,**080-956-1160 063-791-4218 เบอร์ช่างคอม --HDD เสีย ถ้ากู้ข้อมูลได้จะติดต่อกลับมาให้ตรวจสอบข้อมูล
305,**เครื่องใหม่ไม่พร้อมใช้งาน จะติดต่อมาใหม่
