question_id,question
327,เอมเมอรัลด์  ซีนเนอรี่  สวัสดีค่ะต้องการเพิ่มรายการรับเงินค่าส่วนกลางล่วงหน้าปี  2570  รบกวนเจ้าหน้าที่โทรกลับด้วยนะคะ  รบกวนติดต่อกลับ  0957735646  ค่ะ  (ส่งมาทางไลน์  วันที่  12/1/2569)
328,รายการขึ้นซ้ำ
329,***  IRM-Extra  (เดอะเชนท์  รีแล็ก)  -  ส่งเมล์แจ้งติดตั้งสิทธิ์  ส่งต่อให้ทุกคนแล้ว  (Email:วันที่  12/1/2569)
330,***  บ.  พรหมมหาราชพัฒนาที่ดิน  (โบ๊เบ๊ทาวเวอร์)  -  ส่งเมล์แจ้ง  จะกดหน้าออกข้อมูลรายงาน  ตัวโปรแกรมขึ้นว่าไม่มีข้อมูล  ส่งต่อให้ทุกคนแล้ว  (Email:วันที่  12/1/2569)
331,ลูกค้าขอใบเสนอราคา  MA  ให้ส่งไปที่  Email:floraville01@gmail.com  ถึงคุณสนีย์(ผจก.)
332,ยอดหนี้ตอนสั่งปริ้นออกมา  ไม่ตรงกับในระบบ
333,แก้ไขฟอร์มใบแจ้งหนี้
334,ค่าเบี้ยปรับไม่ขึ้น
335,เลขที่บันทึกเงินสดย่อยขึ้นซ้ำกัน
336,ลูกค้าขอใบเสนอราคา  MA  ให้ส่งไปที่  Line:  เบอร์โทร  0820871736  ชื่อ  :  นิติบุคคลธนาทรี
337,ลูกค้าใหม่สนใจโปรแกรมสอบถามรายละเอียดและราคาโปรแกรม
338,เปลี่ยนข้อมูลในหนังสือเตือน
339,***  Remote  ลงโปรแกรม  CM  ใหม่  (วันที่  12/1/2569)  ให้  บ้านแสงจันทร์  คอนโดมิเนียม  ติดต่อ  นิติ  032-655297  099-1496942  (ลูกค้าโอนเงินให้แล้ว  วันที่  12/1/69  จำนวน  4  056  บาท)
340,ปรับตารางใบแจ้งหนี้
341,สอบถามการดึงรายงานใบเสร็จ
342,สอบถามการเพิ่มใบสำคัญจ่าย
343,เซทแบบฟอร์มใบเสร็จ
344,ลูกค้าขอใบเสนอเพิ่มจุด  LANx1  ให้ส่งไปที่  Email:  carjuristicpattaya@gmail.com
345,ลูกค้าแจ้งนัดรับเช็ค  MA
346,เข้าใบเสร็จไม่ได้
347,เรียกค่าไฟไม่ได้
348,เลขที่ใบลดหนี้หาย
349,เผลอลบข้อมูลในใบแจ้งหนี้
350,สอบถามการบันทึกรายการบัญชีเดือนธันวา
351,เปิดเข้าบัญชีแยกประเภทไม่ได้
352,กำหนดสิทธิ์ผู้ใช้งานระดับ  1
353,สอบถามการดึงใบเสร็จหนี้ค้าง
354,โปรแกรมเป็นภาษาต่างดาว
355,สอบถามการดูบิลย้อนหลัง
356,ลูกค้านัดรับ(เงินสด)ค่า  MA
357,เข้าโปรแกรมไม่ได้  ขึ้นทำงานผิดพลาด
358,Remote  Update  Program  (วันที่  13/1/2569)  (ลูกค้าฝากเช็คให้แล้ว  วันที่  24/6/2568  จำนวน  3  650.40  บาท)  +  สวัสดีคะ  จากนิติไอคอนโดศาลายา  1  จะขอแก้ไขชื่อผู้ใช้งาน/รหัสเข้าระบบ  และผู้มีอำนาจลงนามค่ะ  และจะให้ปรับกระดาษเวลาพิมพ์แล้วไม่ตรงค่ะ  โทรติดต่อกลับที่เบอร์  0968540985  นะคะ  (ส่งมาทางไลน์  วันที่  13/1/2569  )
359,บันทึก  PV  ไม่ได้
360,ใบเสร็จไม่ตรงฟอร์ม
361,สอบถามการแบ็คอัพระบบ  CM/GL
362,สอบถามเรื่องบันทึกเวลาการโอนเงิน
363,คีย์ข้อมูลผิด
364,***  ตอน  13.00  น.  Remote  ย้ายโปรแกรม  ให้  อารีน่าพาร์ค  ติดต่อ  นิติ  097-1497319  (ลูกค้าโอนเงินให้แล้ว  วันที่  10/1/68  จำนวน  4  173  บาท)  **//**  ออกใบเสร็จวันที่  10/1/2569  //เลขที่  69/0037
365,Savills  ติดตั้งสิทธิ์  CM  NPC  โนเบิล  เพลินจิต  หมดวันที่  14/11/2026  ติดตั้งถึงวันที่  14/11/2026  >OK  Email
366,แก้ไขใบเสร็จให้มีสำเนา
367,สอบถามเรื่องใบแจ้งหนี้/ลดหนี้
368,***  Remote  เพิ่มทะเบียน  1  ทะเบียน  (วันที่  13/1/2569)  (ลูกค้าฝากเช็คให้แล้ว  วันที่  13/1/69  จำนวน  10  400  บาท  )
369,การเรียกคืนข้อมูล
370,แก้ไขเลขที่ใบแจ้งหนี้/ใบเสร็จ
371,หาเลขที่ใบเสร็จ/ใบแจ้งหนี้  ไม่เจอในระบบ
372,ตั้งค่าหน้ากระดาษใบแจ้งหนี้+ใบเสร็จ
373,***  IRM-Extra  (บ้านชลธาร)  -  ส่งเมล์แจ้ง  ไม่สามารถสำรองข้อมุล  CM  ได้  ส่งต่อให้ทุกคนแล้ว  (Email:วันที่  13/1/2569)
